Datetime,VWAP
2024-02-26 09:30:00-05:00,
2024-02-26 09:31:00-05:00,5096.2001953125
2024-02-26 09:32:00-05:00,5095.75181672493
2024-02-26 09:33:00-05:00,5095.39249654418
2024-02-26 09:34:00-05:00,5095.416672133036
2024-02-26 09:35:00-05:00,5095.708917691358
2024-02-26 09:36:00-05:00,5095.742509214469
2024-02-26 09:37:00-05:00,5095.698997923153
2024-02-26 09:38:00-05:00,5095.444913833664
2024-02-26 09:39:00-05:00,5095.358020087357
2024-02-26 09:40:00-05:00,5095.238631794149
2024-02-26 09:41:00-05:00,5095.203305669947
2024-02-26 09:42:00-05:00,5095.147158127773
2024-02-26 09:43:00-05:00,5095.037145320103
2024-02-26 09:44:00-05:00,5094.802205711435
2024-02-26 09:45:00-05:00,5094.643777178679
2024-02-26 09:46:00-05:00,5094.437459731735
2024-02-26 09:47:00-05:00,5094.086816082508
2024-02-26 09:48:00-05:00,5093.780624723038
2024-02-26 09:49:00-05:00,5093.626636224814
2024-02-26 09:50:00-05:00,5093.528699481287
2024-02-26 09:51:00-05:00,5093.356751307097
2024-02-26 09:52:00-05:00,5093.242573997544
2024-02-26 09:53:00-05:00,5093.20812066372
2024-02-26 09:54:00-05:00,5093.20015950363
2024-02-26 09:55:00-05:00,5093.183605669795
2024-02-26 09:56:00-05:00,5093.11874479076
2024-02-26 09:57:00-05:00,5093.0529798994185
2024-02-26 09:58:00-05:00,5093.015546801539
2024-02-26 09:59:00-05:00,5093.0098651122935
2024-02-26 10:00:00-05:00,5092.909980872515
2024-02-26 10:01:00-05:00,5092.831843950621
2024-02-26 10:02:00-05:00,5092.755592303693
2024-02-26 10:03:00-05:00,5092.667426031552
2024-02-26 10:04:00-05:00,5092.654718047808
2024-02-26 10:05:00-05:00,5092.654025602033
2024-02-26 10:06:00-05:00,5092.633972821192
2024-02-26 10:07:00-05:00,5092.638620250106
2024-02-26 10:08:00-05:00,5092.659815526645
2024-02-26 10:09:00-05:00,5092.666743265517
2024-02-26 10:10:00-05:00,5092.675159213391
2024-02-26 10:11:00-05:00,5092.656936468927
2024-02-26 10:12:00-05:00,5092.660540557569
2024-02-26 10:13:00-05:00,5092.647981317743
2024-02-26 10:14:00-05:00,5092.579455945057
2024-02-26 10:15:00-05:00,5092.528478915966
2024-02-26 10:16:00-05:00,5092.469164458575
2024-02-26 10:17:00-05:00,5092.412005313298
2024-02-26 10:18:00-05:00,5092.364585582702
2024-02-26 10:19:00-05:00,5092.334906375328
2024-02-26 10:20:00-05:00,5092.293749493155
2024-02-26 10:21:00-05:00,5092.268546481021
2024-02-26 10:22:00-05:00,5092.252681514103
2024-02-26 10:23:00-05:00,5092.246028880062
2024-02-26 10:24:00-05:00,5092.220146382363
2024-02-26 10:25:00-05:00,5092.203940287028
2024-02-26 10:26:00-05:00,5092.198150210496
2024-02-26 10:27:00-05:00,5092.180724788312
2024-02-26 10:28:00-05:00,5092.158684300038
2024-02-26 10:29:00-05:00,5092.1300889953345
2024-02-26 10:30:00-05:00,5092.043832843754
2024-02-26 10:31:00-05:00,5092.007920772216
2024-02-26 10:32:00-05:00,5091.976934031531
2024-02-26 10:33:00-05:00,5091.951828919724
2024-02-26 10:34:00-05:00,5091.937387363927
2024-02-26 10:35:00-05:00,5091.925729196647
2024-02-26 10:36:00-05:00,5091.932149195724
2024-02-26 10:37:00-05:00,5091.926646737164
2024-02-26 10:38:00-05:00,5091.921538255249
2024-02-26 10:39:00-05:00,5091.89540309098
2024-02-26 10:40:00-05:00,5091.861697682856
2024-02-26 10:41:00-05:00,5091.837707405734
2024-02-26 10:42:00-05:00,5091.806603053455
2024-02-26 10:43:00-05:00,5091.765918428681
2024-02-26 10:44:00-05:00,5091.7381107835545
2024-02-26 10:45:00-05:00,5091.702686507387
2024-02-26 10:46:00-05:00,5091.666171768181
2024-02-26 10:47:00-05:00,5091.636598219662
2024-02-26 10:48:00-05:00,5091.604833554088
2024-02-26 10:49:00-05:00,5091.563809025407
2024-02-26 10:50:00-05:00,5091.521390633261
2024-02-26 10:51:00-05:00,5091.492729051243
2024-02-26 10:52:00-05:00,5091.438365271977
2024-02-26 10:53:00-05:00,5091.407836284924
2024-02-26 10:54:00-05:00,5091.370011408806
2024-02-26 10:55:00-05:00,5091.329932713096
2024-02-26 10:56:00-05:00,5091.2822293233185
2024-02-26 10:57:00-05:00,5091.215094255471
2024-02-26 10:58:00-05:00,5091.158405992331
2024-02-26 10:59:00-05:00,5091.109650070269
2024-02-26 11:00:00-05:00,5091.063623359448
2024-02-26 11:01:00-05:00,5091.018593500369
2024-02-26 11:02:00-05:00,5090.973468015505
2024-02-26 11:03:00-05:00,5090.925820983561
2024-02-26 11:04:00-05:00,5090.884375297426
2024-02-26 11:05:00-05:00,5090.840855127331
2024-02-26 11:06:00-05:00,5090.776310080084
2024-02-26 11:07:00-05:00,5090.70277101047
2024-02-26 11:08:00-05:00,5090.634665439698
2024-02-26 11:09:00-05:00,5090.576115844169
2024-02-26 11:10:00-05:00,5090.515200511587
2024-02-26 11:11:00-05:00,5090.4760118974145
2024-02-26 11:12:00-05:00,5090.431982143092
2024-02-26 11:13:00-05:00,5090.385765531393
2024-02-26 11:14:00-05:00,5090.345359764889
2024-02-26 11:15:00-05:00,5090.299268467604
2024-02-26 11:16:00-05:00,5090.263869940714
2024-02-26 11:17:00-05:00,5090.2299271820775
2024-02-26 11:18:00-05:00,5090.2035654426445
2024-02-26 11:19:00-05:00,5090.1651187347525
2024-02-26 11:20:00-05:00,5090.130433877832
2024-02-26 11:21:00-05:00,5090.0957671535825
2024-02-26 11:22:00-05:00,5090.049782768016
2024-02-26 11:23:00-05:00,5090.001929026858
2024-02-26 11:24:00-05:00,5089.943820746651
2024-02-26 11:25:00-05:00,5089.881259146135
2024-02-26 11:26:00-05:00,5089.827063395334
2024-02-26 11:27:00-05:00,5089.781431244212
2024-02-26 11:28:00-05:00,5089.738518361532
2024-02-26 11:29:00-05:00,5089.703627864669
2024-02-26 11:30:00-05:00,5089.673545429217
2024-02-26 11:31:00-05:00,5089.635093199734
2024-02-26 11:32:00-05:00,5089.600348436427
2024-02-26 11:33:00-05:00,5089.572505255668
2024-02-26 11:34:00-05:00,5089.516085208913
2024-02-26 11:35:00-05:00,5089.456198556455
2024-02-26 11:36:00-05:00,5089.419268294069
2024-02-26 11:37:00-05:00,5089.381512706383
2024-02-26 11:38:00-05:00,5089.352903304702
2024-02-26 11:39:00-05:00,5089.324471904627
2024-02-26 11:40:00-05:00,5089.269979825332
2024-02-26 11:41:00-05:00,5089.249121804649
2024-02-26 11:42:00-05:00,5089.223005481097
2024-02-26 11:43:00-05:00,5089.201757337789
2024-02-26 11:44:00-05:00,5089.17408001084
2024-02-26 11:45:00-05:00,5089.150922952446
2024-02-26 11:46:00-05:00,5089.137061087728
2024-02-26 11:47:00-05:00,5089.12198416314
2024-02-26 11:48:00-05:00,5089.1098291430835
2024-02-26 11:49:00-05:00,5089.096429757813
2024-02-26 11:50:00-05:00,5089.084370014236
2024-02-26 11:51:00-05:00,5089.074517729051
2024-02-26 11:52:00-05:00,5089.0671658786205
2024-02-26 11:53:00-05:00,5089.064159945751
2024-02-26 11:54:00-05:00,5089.061367618943
2024-02-26 11:55:00-05:00,5089.056939186144
2024-02-26 11:56:00-05:00,5089.05417423025
2024-02-26 11:57:00-05:00,5089.049213298149
2024-02-26 11:58:00-05:00,5089.043177193781
2024-02-26 11:59:00-05:00,5089.034157830154
2024-02-26 12:00:00-05:00,5088.999600207445
2024-02-26 12:01:00-05:00,5088.972088381768
2024-02-26 12:02:00-05:00,5088.942283245596
2024-02-26 12:03:00-05:00,5088.924515268979
2024-02-26 12:04:00-05:00,5088.905822192736
2024-02-26 12:05:00-05:00,5088.888946393139
2024-02-26 12:06:00-05:00,5088.8665654603765
2024-02-26 12:07:00-05:00,5088.851758886495
2024-02-26 12:08:00-05:00,5088.8346689266245
2024-02-26 12:09:00-05:00,5088.811263441324
2024-02-26 12:10:00-05:00,5088.794896422218
2024-02-26 12:11:00-05:00,5088.777035074229
2024-02-26 12:12:00-05:00,5088.763171922454
2024-02-26 12:13:00-05:00,5088.749417499022
2024-02-26 12:14:00-05:00,5088.739125306531
2024-02-26 12:15:00-05:00,5088.729138228416
2024-02-26 12:16:00-05:00,5088.718597687599
2024-02-26 12:17:00-05:00,5088.707199055752
2024-02-26 12:18:00-05:00,5088.693304376041
2024-02-26 12:19:00-05:00,5088.678283593645
2024-02-26 12:20:00-05:00,5088.664531127179
2024-02-26 12:21:00-05:00,5088.6526953734865
2024-02-26 12:22:00-05:00,5088.63804237735
2024-02-26 12:23:00-05:00,5088.626912607748
2024-02-26 12:24:00-05:00,5088.622948269512
2024-02-26 12:25:00-05:00,5088.621532473252
2024-02-26 12:26:00-05:00,5088.618776251182
2024-02-26 12:27:00-05:00,5088.614684440032
2024-02-26 12:28:00-05:00,5088.612531525928
2024-02-26 12:29:00-05:00,5088.610556917251
2024-02-26 12:30:00-05:00,5088.608753129897
2024-02-26 12:31:00-05:00,5088.609037961446
2024-02-26 12:32:00-05:00,5088.601788650836
2024-02-26 12:33:00-05:00,5088.5931338041
2024-02-26 12:34:00-05:00,5088.5840663479985
2024-02-26 12:35:00-05:00,5088.57339819527
2024-02-26 12:36:00-05:00,5088.565476247381
2024-02-26 12:37:00-05:00,5088.555929899167
2024-02-26 12:38:00-05:00,5088.541752935049
2024-02-26 12:39:00-05:00,5088.527827840549
2024-02-26 12:40:00-05:00,5088.5123466005725
2024-02-26 12:41:00-05:00,5088.497717241305
2024-02-26 12:42:00-05:00,5088.48361899864
2024-02-26 12:43:00-05:00,5088.470294629839
2024-02-26 12:44:00-05:00,5088.450179120141
2024-02-26 12:45:00-05:00,5088.428224177414
2024-02-26 12:46:00-05:00,5088.40669019791
2024-02-26 12:47:00-05:00,5088.388872004615
2024-02-26 12:48:00-05:00,5088.373256674088
2024-02-26 12:49:00-05:00,5088.357421479052
2024-02-26 12:50:00-05:00,5088.3410365935615
2024-02-26 12:51:00-05:00,5088.331713534415
