,Symbol,DivdendToPrice
0,AAPL,0.006367583212735167
1,MSFT,0.015457277801631602
2,CSCO,0.037
3,NVO,0.02063596908561678
4,HD,0.023918243096325287
5,FAST,0.018245004344048656
6,ASO,0.0
7,AVGO,0.024323776491520465
8,AMGN,0.023425022182786158
9,PAYX,0.023527314856073435
10,EXPD,0.01313554523836485
11,HPK,0.0046168051708217915
12,UNH,0.013959290353239347
13,CTVA,0.012073490813648296
14,NOW,0.0
15,BNTX,0.0
16,APH,0.006496415770609319
17,OXLCP,0.0
18,RILYM,0.0
19,HIFS,0.01071243678069372
20,CPK,0.02045237888898518
21,XOMAP,0.13299177631578948
22,CRC,0.0
23,KNSL,0.0012919896640826874
24,HEI,0.0
25,SYK,0.009331490076034364
26,CSSEN,0.0
27,CFR,0.028134926637422477
28,ACI,0.008045052292839904
29,CDW,0.005125576627370579
30,AAON,0.0
31,SI,0.0
32,BAH,0.012019491066594477
33,POOL,0.011878947864617706
34,CCNEP,0.0
35,CHRD,0.10225195583826861
36,CCAP,0.013315579227696406
37,PXSAP,0.0
38,JKHY,0.01009491413836616
39,SCCC,0.0
40,ROP,0.004692192192192192
41,PFX,0.0
42,BF.A,0.0
43,BFC,0.017390167364016735
44,DHR,0.00325215842657478
45,BANF,0.023695093327372307
46,BRO,0.003058862433862434
47,NEN,0.02493506493506494
48,STRRP,0.12794399123839548
49,PTRS,0.0
50,EBC,0.012219959266802444
51,LANDO,0.0
52,MDRRP,0.0
53,EGP,0.04004433975336012
54,EVA,0.05494505494505494
55,TDG,0.0
56,RLI,0.017190857589372926
