,Symbol,DivdendToPrice
0,TQQQ,0.0
1,SOXL,0.0
2,SPY,0.0
3,QQQ,0.0
4,AMD,0.0
5,CGC,0.0
6,CCL,0.0
7,NIO,0.0
8,VALE,0.25436914008321776
9,SPXL,0.0
10,AAPL,0.009565279463202228
11,TSLA,0.0
12,SLV,0.0
13,UPRO,0.0
14,IWM,0.0
15,FNGU,0.0
16,DKNG,0.0
17,NVDA,0.004306061609804571
18,ATCO,0.05030181086519114
19,EBAY,0.03675099866844208
20,INTC,0.09729782270606532
21,F,0.036885245901639344
22,FXI,0.0
23,AMZN,0.0
24,TJX,0.02523610466016411
25,SSO,0.0
26,TNA,0.0
27,XLF,0.0
28,TMF,0.0
29,ARKK,0.0
30,TLT,0.0
31,IBN,0.0025961082107261507
32,META,0.0
33,LCID,0.0
34,OXY,0.0061604584527220636
35,T,0.17637215528781797
36,ABEV,0.00823667820069204
37,MSFT,0.018271857923497267
38,XLE,0.0
39,GLD,0.0
40,SNY,0.10293345856922284
41,NOK,0.00932262443438914
42,AG,0.004301336573511542
43,TGT,0.03518445582250229
44,SHOP,0.0
45,UDOW,0.0
46,FDX,0.0385337737193187
47,SPLG,0.0
48,QLD,0.0
49,BAC,0.04617886178861788
50,AZN,0.051444043321299635
51,GOOGL,0.0
52,EEM,0.0
53,CVS,0.03569405099150142
54,DXCM,0.0
55,GOLD,0.04328165374677002
56,BBBY,0.0
57,BBD,0.03937822784810126
58,CVNA,0.0
59,GOOG,0.0
60,SPTS,0.0
61,XOM,0.05206374344254182
62,VOO,0.0
63,MNST,0.0
64,BP,0.07402702702702703
65,GRWG,0.0
66,ET,0.09207105719237435
67,MRO,0.013600572655690766
68,IVV,0.0
69,AGNC,0.2897077509529862
70,MU,0.007843507843507845
71,BURL,0.0
72,TECL,0.0
73,UEC,0.0
74,PBR,0.33594821602787456
75,ICE,0.027327260608753616
76,SWN,0.0
77,XBI,0.0
78,CHPT,0.0
79,VZ,0.12119402985074627
80,UUP,0.0
81,DAL,0.0
